case_id,account_id,free_text_note,typology_label,created_at
CASE00776,ACC002377,"Multiple cash deposits just below the NAD 50,000 threshold over 5 days.",structuring,2026-09-14 15:40:18
CASE00777,ACC002148,Account linked to 11 other accounts sharing device DEV009352.,mule_network,2026-09-14 15:43:32
CASE00778,ACC000468,Funds received from 12 unrelated parties and transferred out within minutes.,mule_network,2026-09-14 15:42:20
CASE00779,ACC004767,Login from East Aimee followed by password reset and beneficiary change.,account_takeover,2026-09-14 15:40:39
CASE00780,ACC004113,Customer confirmed transaction via branch visit.,legitimate,2026-09-14 15:44:59
CASE00781,ACC001513,Account linked to 7 other accounts sharing device DEV000219.,mule_network,2026-09-14 15:41:45
CASE00782,ACC003821,Login from North Andrewberg followed by password reset and beneficiary change.,account_takeover,2026-09-14 15:43:01
CASE00783,ACC003968,Login from South Catherine followed by password reset and beneficiary change.,account_takeover,2026-09-14 15:44:20
CASE00784,ACC003049,Login from East Jacob followed by password reset and beneficiary change.,account_takeover,2026-09-14 15:41:31
CASE00785,ACC000084,Funds received from 12 unrelated parties and transferred out within minutes.,mule_network,2026-09-14 15:40:29
CASE00786,ACC003321,Funds received from 12 unrelated parties and transferred out within minutes.,mule_network,2026-09-14 15:43:29
CASE00787,ACC000655,Customer confirmed transaction via branch visit.,legitimate,2026-09-14 15:41:11
CASE00788,ACC001226,Customer confirmed transaction via branch visit.,legitimate,2026-09-14 15:42:15
CASE00789,ACC002138,"Multiple cash deposits just below the NAD 10,000 threshold over 2 days.",structuring,2026-09-14 15:41:30
CASE00790,ACC000860,Salary deposit and routine bill payments observed.,legitimate,2026-09-14 15:42:45
CASE00791,ACC002377,"Multiple cash deposits just below the NAD 25,000 threshold over 13 days.",structuring,2026-09-14 15:44:25
CASE00792,ACC000148,Salary deposit and routine bill payments observed.,legitimate,2026-09-14 15:44:15
CASE00793,ACC000882,"Multiple cash deposits just below the NAD 10,000 threshold over 14 days.",structuring,2026-09-14 15:41:34
CASE00794,ACC001103,Login from South Feliciaview followed by password reset and beneficiary change.,account_takeover,2026-09-14 15:44:57
CASE00795,ACC000214,Funds received from 11 unrelated parties and transferred out within minutes.,mule_network,2026-09-14 15:44:11
CASE00796,ACC004439,"Multiple cash deposits just below the NAD 25,000 threshold over 7 days.",structuring,2026-09-14 15:42:09
CASE00797,ACC004090,Salary deposit and routine bill payments observed.,legitimate,2026-09-14 15:45:29
CASE00798,ACC001338,"Customer made 7 transfers of NAD 9853 each, consistent with structuring.",structuring,2026-09-14 15:40:37
CASE00799,ACC001415,Customer confirmed transaction via branch visit.,legitimate,2026-09-14 15:42:56
CASE00800,ACC000828,Account linked to 2 other accounts sharing device DEV005255.,mule_network,2026-09-14 15:40:06
CASE00801,ACC001001,MFA challenged 11 times within 45 minutes from new device.,account_takeover,2026-09-14 15:44:38
CASE00802,ACC001907,"Multiple cash deposits just below the NAD 10,000 threshold over 14 days.",structuring,2026-09-14 15:42:42
CASE00803,ACC004315,Login from South Danielle followed by password reset and beneficiary change.,account_takeover,2026-09-14 15:44:22
CASE00804,ACC004771,Login from East William followed by password reset and beneficiary change.,account_takeover,2026-09-14 15:43:45
CASE00805,ACC000642,Funds received from 9 unrelated parties and transferred out within minutes.,mule_network,2026-09-14 15:40:38
CASE00806,ACC003321,Login from Carlostown followed by password reset and beneficiary change.,account_takeover,2026-09-14 15:44:55
CASE00807,ACC003682,Login from Victoriafort followed by password reset and beneficiary change.,account_takeover,2026-09-14 15:43:01
CASE00808,ACC000501,"Multiple cash deposits just below the NAD 10,000 threshold over 14 days.",structuring,2026-09-14 15:46:01
CASE00809,ACC000157,"Customer made 7 transfers of NAD 63691 each, consistent with structuring.",structuring,2026-09-14 15:41:12
CASE00810,ACC000716,Customer confirmed transaction via branch visit.,legitimate,2026-09-14 15:45:36
CASE00811,ACC004183,Funds received from 3 unrelated parties and transferred out within minutes.,mule_network,2026-09-14 15:44:37
CASE00812,ACC000964,"Multiple cash deposits just below the NAD 10,000 threshold over 14 days.",structuring,2026-09-14 15:43:38
CASE00813,ACC000465,Account linked to 5 other accounts sharing device DEV006553.,mule_network,2026-09-14 15:44:47
CASE00814,ACC002754,MFA challenged 8 times within 43 minutes from new device.,account_takeover,2026-09-14 15:42:34
CASE00815,ACC004684,Login from Jonesland followed by password reset and beneficiary change.,account_takeover,2026-09-14 15:43:47
CASE00816,ACC003543,"Customer made 3 transfers of NAD 32639 each, consistent with structuring.",structuring,2026-09-14 15:45:10
CASE00817,ACC002966,Customer confirmed transaction via branch visit.,legitimate,2026-09-14 15:41:55
CASE00818,ACC001371,Customer confirmed transaction via branch visit.,legitimate,2026-09-14 15:40:58
CASE00819,ACC003899,Funds received from 2 unrelated parties and transferred out within minutes.,mule_network,2026-09-14 15:41:52
CASE00820,ACC001061,Customer confirmed transaction via branch visit.,legitimate,2026-09-14 15:45:11
CASE00821,ACC000926,"Multiple cash deposits just below the NAD 25,000 threshold over 10 days.",structuring,2026-09-14 15:45:50
CASE00822,ACC002094,"Multiple cash deposits just below the NAD 25,000 threshold over 7 days.",structuring,2026-09-14 15:45:59
CASE00823,ACC004524,Account linked to 2 other accounts sharing device DEV007232.,mule_network,2026-09-14 15:44:39
CASE00824,ACC000838,Funds received from 7 unrelated parties and transferred out within minutes.,mule_network,2026-09-14 15:40:28
CASE00825,ACC000106,"Customer made 9 transfers of NAD 8671 each, consistent with structuring.",structuring,2026-09-14 15:43:56
CASE00826,ACC004524,"Customer made 11 transfers of NAD 18020 each, consistent with structuring.",structuring,2026-09-14 15:41:15
CASE00827,ACC004010,MFA challenged 11 times within 11 minutes from new device.,account_takeover,2026-09-14 15:41:22
CASE00828,ACC002880,MFA challenged 2 times within 24 minutes from new device.,account_takeover,2026-09-14 15:40:22
CASE00829,ACC002451,Funds received from 3 unrelated parties and transferred out within minutes.,mule_network,2026-09-14 15:45:32
CASE00830,ACC002304,"Multiple cash deposits just below the NAD 25,000 threshold over 11 days.",structuring,2026-09-14 15:41:11
CASE00831,ACC000705,"Customer made 6 transfers of NAD 19470 each, consistent with structuring.",structuring,2026-09-14 15:41:22
CASE00832,ACC004797,Account linked to 11 other accounts sharing device DEV001604.,mule_network,2026-09-14 15:40:06
CASE00833,ACC001065,Customer confirmed transaction via branch visit.,legitimate,2026-09-14 15:41:04
CASE00834,ACC000199,Account linked to 7 other accounts sharing device DEV002848.,mule_network,2026-09-14 15:41:33
CASE00835,ACC003902,"Customer made 6 transfers of NAD 79146 each, consistent with structuring.",structuring,2026-09-14 15:41:39
CASE00836,ACC001117,MFA challenged 7 times within 20 minutes from new device.,account_takeover,2026-09-14 15:41:42
CASE00837,ACC002570,"Customer made 5 transfers of NAD 94971 each, consistent with structuring.",structuring,2026-09-14 15:46:01
CASE00838,ACC003795,"Customer made 10 transfers of NAD 23704 each, consistent with structuring.",structuring,2026-09-14 15:44:00
CASE00839,ACC003862,Login from Melissastad followed by password reset and beneficiary change.,account_takeover,2026-09-14 15:43:33
CASE00840,ACC002128,Account linked to 6 other accounts sharing device DEV002186.,mule_network,2026-09-14 15:41:01
CASE00841,ACC000486,Funds received from 8 unrelated parties and transferred out within minutes.,mule_network,2026-09-14 15:45:47
CASE00842,ACC002435,Customer confirmed transaction via branch visit.,legitimate,2026-09-14 15:41:04
CASE00843,ACC003862,Funds received from 7 unrelated parties and transferred out within minutes.,mule_network,2026-09-14 15:45:49
CASE00844,ACC001501,"Customer made 7 transfers of NAD 74888 each, consistent with structuring.",structuring,2026-09-14 15:44:47
CASE00845,ACC004129,"Multiple cash deposits just below the NAD 25,000 threshold over 3 days.",structuring,2026-09-14 15:40:40
CASE00846,ACC002570,"Customer made 5 transfers of NAD 67559 each, consistent with structuring.",structuring,2026-09-14 15:40:06
CASE00847,ACC004628,Account linked to 6 other accounts sharing device DEV000907.,mule_network,2026-09-14 15:43:22
CASE00848,ACC003557,"Multiple cash deposits just below the NAD 50,000 threshold over 14 days.",structuring,2026-09-14 15:44:53
CASE00849,ACC001406,Account linked to 9 other accounts sharing device DEV003401.,mule_network,2026-09-14 15:41:02
CASE00850,ACC000710,"Customer made 11 transfers of NAD 70234 each, consistent with structuring.",structuring,2026-09-14 15:44:54
CASE00851,ACC001670,Account linked to 2 other accounts sharing device DEV002382.,mule_network,2026-09-14 15:44:18
CASE00852,ACC002351,Login from Duncanstad followed by password reset and beneficiary change.,account_takeover,2026-09-14 15:40:32
CASE00853,ACC003580,Login from Tatefurt followed by password reset and beneficiary change.,account_takeover,2026-09-14 15:41:02
CASE00854,ACC000118,Salary deposit and routine bill payments observed.,legitimate,2026-09-14 15:42:01
CASE00855,ACC003726,Customer confirmed transaction via branch visit.,legitimate,2026-09-14 15:43:50
CASE00856,ACC004896,Funds received from 8 unrelated parties and transferred out within minutes.,mule_network,2026-09-14 15:43:04
CASE00857,ACC004344,Salary deposit and routine bill payments observed.,legitimate,2026-09-14 15:44:12
CASE00858,ACC002527,"Customer made 2 transfers of NAD 65634 each, consistent with structuring.",structuring,2026-09-14 15:45:36
CASE00859,ACC003599,Account linked to 5 other accounts sharing device DEV006340.,mule_network,2026-09-14 15:46:03
CASE00860,ACC002659,Funds received from 9 unrelated parties and transferred out within minutes.,mule_network,2026-09-14 15:40:35
CASE00861,ACC003773,Funds received from 8 unrelated parties and transferred out within minutes.,mule_network,2026-09-14 15:44:20
CASE00862,ACC000168,Login from East Natasha followed by password reset and beneficiary change.,account_takeover,2026-09-14 15:45:24
CASE00863,ACC002220,"Customer made 6 transfers of NAD 29047 each, consistent with structuring.",structuring,2026-09-14 15:44:09
CASE00864,ACC001117,Account linked to 3 other accounts sharing device DEV005669.,mule_network,2026-09-14 15:42:08
CASE00865,ACC002323,MFA challenged 5 times within 17 minutes from new device.,account_takeover,2026-09-14 15:42:07
CASE00866,ACC001745,Customer confirmed transaction via branch visit.,legitimate,2026-09-14 15:40:21
CASE00867,ACC001095,Salary deposit and routine bill payments observed.,legitimate,2026-09-14 15:45:53
CASE00868,ACC004282,Account linked to 10 other accounts sharing device DEV009047.,mule_network,2026-09-14 15:43:56
CASE00869,ACC002215,"Customer made 8 transfers of NAD 60535 each, consistent with structuring.",structuring,2026-09-14 15:43:26
CASE00870,ACC000240,"Customer made 9 transfers of NAD 13743 each, consistent with structuring.",structuring,2026-09-14 15:40:30
CASE00871,ACC004256,Account linked to 11 other accounts sharing device DEV000283.,mule_network,2026-09-14 15:45:49
CASE00872,ACC004445,"Customer made 7 transfers of NAD 80787 each, consistent with structuring.",structuring,2026-09-14 15:40:57
CASE00873,ACC000393,MFA challenged 8 times within 50 minutes from new device.,account_takeover,2026-09-14 15:41:27
CASE00874,ACC004771,"Customer made 6 transfers of NAD 85766 each, consistent with structuring.",structuring,2026-09-14 15:42:30
CASE00875,ACC001413,Funds received from 8 unrelated parties and transferred out within minutes.,mule_network,2026-09-14 15:43:21
CASE00876,ACC002138,Funds received from 8 unrelated parties and transferred out within minutes.,mule_network,2026-09-14 15:44:38
CASE00877,ACC001001,Login from East Monicahaven followed by password reset and beneficiary change.,account_takeover,2026-09-14 15:44:41
CASE00878,ACC000794,"Multiple cash deposits just below the NAD 50,000 threshold over 5 days.",structuring,2026-09-14 15:41:33
CASE00879,ACC004966,Account linked to 5 other accounts sharing device DEV000071.,mule_network,2026-09-14 15:41:18
CASE00880,ACC001103,Account linked to 5 other accounts sharing device DEV005097.,mule_network,2026-09-14 15:41:55
CASE00881,ACC002099,Login from Lake Nathanland followed by password reset and beneficiary change.,account_takeover,2026-09-14 15:43:22
CASE00882,ACC002801,Funds received from 6 unrelated parties and transferred out within minutes.,mule_network,2026-09-14 15:44:29
CASE00883,ACC001615,Login from Pamelahaven followed by password reset and beneficiary change.,account_takeover,2026-09-14 15:42:37
CASE00884,ACC001755,MFA challenged 5 times within 43 minutes from new device.,account_takeover,2026-09-14 15:42:54
CASE00885,ACC004341,MFA challenged 4 times within 31 minutes from new device.,account_takeover,2026-09-14 15:41:33
CASE00886,ACC004257,"Customer made 10 transfers of NAD 69231 each, consistent with structuring.",structuring,2026-09-14 15:41:32
CASE00887,ACC002351,Funds received from 8 unrelated parties and transferred out within minutes.,mule_network,2026-09-14 15:43:07
CASE00888,ACC000386,"Multiple cash deposits just below the NAD 25,000 threshold over 4 days.",structuring,2026-09-14 15:43:48
CASE00889,ACC002846,"Multiple cash deposits just below the NAD 50,000 threshold over 2 days.",structuring,2026-09-14 15:42:49
CASE00890,ACC000775,Customer confirmed transaction via branch visit.,legitimate,2026-09-14 15:42:33
CASE00891,ACC002094,Account linked to 6 other accounts sharing device DEV004866.,mule_network,2026-09-14 15:44:40
CASE00892,ACC004816,"Customer made 3 transfers of NAD 59731 each, consistent with structuring.",structuring,2026-09-14 15:40:48
CASE00893,ACC003543,MFA challenged 8 times within 14 minutes from new device.,account_takeover,2026-09-14 15:45:37
CASE00894,ACC004524,Funds received from 9 unrelated parties and transferred out within minutes.,mule_network,2026-09-14 15:43:10
CASE00895,ACC000167,Customer confirmed transaction via branch visit.,legitimate,2026-09-14 15:40:11
CASE00896,ACC000435,Customer confirmed transaction via branch visit.,legitimate,2026-09-14 15:43:10
CASE00897,ACC000642,MFA challenged 8 times within 51 minutes from new device.,account_takeover,2026-09-14 15:44:22
CASE00898,ACC003012,Customer confirmed transaction via branch visit.,legitimate,2026-09-14 15:45:52
CASE00899,ACC001073,Funds received from 7 unrelated parties and transferred out within minutes.,mule_network,2026-09-14 15:45:35
CASE00900,ACC002099,Account linked to 12 other accounts sharing device DEV004178.,mule_network,2026-09-14 15:44:38
CASE00901,ACC001090,Funds received from 5 unrelated parties and transferred out within minutes.,mule_network,2026-09-14 15:44:08
CASE00902,ACC003252,Salary deposit and routine bill payments observed.,legitimate,2026-09-14 15:45:38
CASE00903,ACC003340,Account linked to 11 other accounts sharing device DEV005655.,mule_network,2026-09-14 15:44:47
CASE00904,ACC001744,"Customer made 2 transfers of NAD 42871 each, consistent with structuring.",structuring,2026-09-14 15:45:33
CASE00905,ACC002280,"Customer made 12 transfers of NAD 86864 each, consistent with structuring.",structuring,2026-09-14 15:44:01
CASE00906,ACC002527,Funds received from 9 unrelated parties and transferred out within minutes.,mule_network,2026-09-14 15:40:35
CASE00907,ACC001590,Login from Rodriguezborough followed by password reset and beneficiary change.,account_takeover,2026-09-14 15:43:39
CASE00908,ACC003238,Funds received from 6 unrelated parties and transferred out within minutes.,mule_network,2026-09-14 15:45:17
CASE00909,ACC002468,"Multiple cash deposits just below the NAD 25,000 threshold over 5 days.",structuring,2026-09-14 15:44:18
CASE00910,ACC002465,"Customer made 12 transfers of NAD 14940 each, consistent with structuring.",structuring,2026-09-14 15:42:23
CASE00911,ACC001656,Customer confirmed transaction via branch visit.,legitimate,2026-09-14 15:45:46
CASE00912,ACC003601,"Customer made 7 transfers of NAD 10954 each, consistent with structuring.",structuring,2026-09-14 15:43:01
CASE00913,ACC002591,"Multiple cash deposits just below the NAD 10,000 threshold over 10 days.",structuring,2026-09-14 15:42:23
CASE00914,ACC002887,Account linked to 5 other accounts sharing device DEV009919.,mule_network,2026-09-14 15:46:00
CASE00915,ACC003107,"Customer made 6 transfers of NAD 61998 each, consistent with structuring.",structuring,2026-09-14 15:41:15
CASE00916,ACC001997,Salary deposit and routine bill payments observed.,legitimate,2026-09-14 15:41:33
CASE00917,ACC000199,Account linked to 6 other accounts sharing device DEV004849.,mule_network,2026-09-14 15:44:06
CASE00918,ACC000240,"Customer made 10 transfers of NAD 72744 each, consistent with structuring.",structuring,2026-09-14 15:41:45
CASE00919,ACC004487,"Multiple cash deposits just below the NAD 25,000 threshold over 11 days.",structuring,2026-09-14 15:40:50
CASE00920,ACC004939,Customer confirmed transaction via branch visit.,legitimate,2026-09-14 15:43:10
CASE00921,ACC000827,MFA challenged 5 times within 44 minutes from new device.,account_takeover,2026-09-14 15:45:28
CASE00922,ACC001073,MFA challenged 12 times within 21 minutes from new device.,account_takeover,2026-09-14 15:42:14
CASE00923,ACC002653,Funds received from 12 unrelated parties and transferred out within minutes.,mule_network,2026-09-14 15:43:43
CASE00924,ACC002515,Funds received from 12 unrelated parties and transferred out within minutes.,mule_network,2026-09-14 15:44:48
CASE00925,ACC001973,"Customer made 4 transfers of NAD 44178 each, consistent with structuring.",structuring,2026-09-14 15:43:08
CASE00926,ACC001103,"Customer made 5 transfers of NAD 80049 each, consistent with structuring.",structuring,2026-09-14 15:45:01
CASE00927,ACC001497,Funds received from 2 unrelated parties and transferred out within minutes.,mule_network,2026-09-14 15:46:04
CASE00928,ACC004740,Funds received from 8 unrelated parties and transferred out within minutes.,mule_network,2026-09-14 15:40:51
CASE00929,ACC001386,Salary deposit and routine bill payments observed.,legitimate,2026-09-14 15:41:01
CASE00930,ACC003456,"Multiple cash deposits just below the NAD 25,000 threshold over 8 days.",structuring,2026-09-14 15:42:38
CASE00931,ACC001755,Account linked to 10 other accounts sharing device DEV000836.,mule_network,2026-09-14 15:43:21
CASE00932,ACC002570,"Customer made 3 transfers of NAD 90945 each, consistent with structuring.",structuring,2026-09-14 15:42:45
CASE00933,ACC004062,Funds received from 2 unrelated parties and transferred out within minutes.,mule_network,2026-09-14 15:42:30
CASE00934,ACC003026,"Customer made 11 transfers of NAD 63434 each, consistent with structuring.",structuring,2026-09-14 15:40:24
CASE00935,ACC000228,Account linked to 7 other accounts sharing device DEV002301.,mule_network,2026-09-14 15:42:19
CASE00936,ACC000367,Account linked to 11 other accounts sharing device DEV004284.,mule_network,2026-09-14 15:43:40
CASE00937,ACC002586,"Multiple cash deposits just below the NAD 25,000 threshold over 10 days.",structuring,2026-09-14 15:45:06
CASE00938,ACC001143,"Multiple cash deposits just below the NAD 50,000 threshold over 2 days.",structuring,2026-09-14 15:41:30
CASE00939,ACC003078,Account linked to 9 other accounts sharing device DEV000517.,mule_network,2026-09-14 15:43:38
CASE00940,ACC003849,Login from Gilbertside followed by password reset and beneficiary change.,account_takeover,2026-09-14 15:44:53
CASE00941,ACC004797,Login from East Emily followed by password reset and beneficiary change.,account_takeover,2026-09-14 15:43:39
CASE00942,ACC004487,Funds received from 11 unrelated parties and transferred out within minutes.,mule_network,2026-09-14 15:44:25
CASE00943,ACC002280,Login from New Stevenburgh followed by password reset and beneficiary change.,account_takeover,2026-09-14 15:40:07
CASE00944,ACC002858,"Customer made 3 transfers of NAD 25492 each, consistent with structuring.",structuring,2026-09-14 15:43:21
CASE00945,ACC002210,MFA challenged 4 times within 47 minutes from new device.,account_takeover,2026-09-14 15:40:27
CASE00946,ACC001755,Login from Catherinefort followed by password reset and beneficiary change.,account_takeover,2026-09-14 15:41:49
CASE00947,ACC000839,Account linked to 12 other accounts sharing device DEV002542.,mule_network,2026-09-14 15:45:29
CASE00948,ACC000655,MFA challenged 10 times within 9 minutes from new device.,account_takeover,2026-09-14 15:40:23
CASE00949,ACC000998,Customer confirmed transaction via branch visit.,legitimate,2026-09-14 15:41:05
CASE00950,ACC002351,"Customer made 9 transfers of NAD 69479 each, consistent with structuring.",structuring,2026-09-14 15:45:22
CASE00951,ACC001826,Customer confirmed transaction via branch visit.,legitimate,2026-09-14 15:44:26
CASE00952,ACC000240,Account linked to 4 other accounts sharing device DEV009170.,mule_network,2026-09-14 15:40:07
CASE00953,ACC002281,Customer confirmed transaction via branch visit.,legitimate,2026-09-14 15:42:36
CASE00954,ACC004719,Account linked to 4 other accounts sharing device DEV000769.,mule_network,2026-09-14 15:42:28
CASE00955,ACC002633,Account linked to 11 other accounts sharing device DEV003992.,mule_network,2026-09-14 15:45:53
CASE00956,ACC003920,Customer confirmed transaction via branch visit.,legitimate,2026-09-14 15:40:28
CASE00957,ACC003601,MFA challenged 5 times within 59 minutes from new device.,account_takeover,2026-09-14 15:45:27
CASE00958,ACC004062,Funds received from 11 unrelated parties and transferred out within minutes.,mule_network,2026-09-14 15:41:16
CASE00959,ACC001501,MFA challenged 5 times within 17 minutes from new device.,account_takeover,2026-09-14 15:40:41
CASE00960,ACC001084,Account linked to 6 other accounts sharing device DEV005853.,mule_network,2026-09-14 15:40:53
CASE00961,ACC004121,"Customer made 10 transfers of NAD 71875 each, consistent with structuring.",structuring,2026-09-14 15:45:01
CASE00962,ACC003107,MFA challenged 6 times within 58 minutes from new device.,account_takeover,2026-09-14 15:42:55
CASE00963,ACC004121,Account linked to 11 other accounts sharing device DEV004751.,mule_network,2026-09-14 15:44:02
CASE00964,ACC000926,"Customer made 11 transfers of NAD 53150 each, consistent with structuring.",structuring,2026-09-14 15:44:49
CASE00965,ACC000758,Customer confirmed transaction via branch visit.,legitimate,2026-09-14 15:45:39
CASE00966,ACC004159,Customer confirmed transaction via branch visit.,legitimate,2026-09-14 15:44:00
CASE00967,ACC004290,Customer confirmed transaction via branch visit.,legitimate,2026-09-14 15:43:56
CASE00968,ACC003968,"Multiple cash deposits just below the NAD 10,000 threshold over 11 days.",structuring,2026-09-14 15:43:09
CASE00969,ACC001209,"Multiple cash deposits just below the NAD 10,000 threshold over 4 days.",structuring,2026-09-14 15:43:33
CASE00970,ACC002979,Salary deposit and routine bill payments observed.,legitimate,2026-09-14 15:43:55
CASE00971,ACC004371,Salary deposit and routine bill payments observed.,legitimate,2026-09-14 15:40:44
CASE00972,ACC000165,Salary deposit and routine bill payments observed.,legitimate,2026-09-14 15:41:08
CASE00973,ACC004548,Salary deposit and routine bill payments observed.,legitimate,2026-09-14 15:44:36
CASE00974,ACC001654,Customer confirmed transaction via branch visit.,legitimate,2026-09-14 15:42:23
CASE00975,ACC000981,"Customer made 7 transfers of NAD 91611 each, consistent with structuring.",structuring,2026-09-14 15:40:44
CASE00976,ACC002215,Funds received from 9 unrelated parties and transferred out within minutes.,mule_network,2026-09-14 15:41:18
CASE00977,ACC000931,"Customer made 4 transfers of NAD 51108 each, consistent with structuring.",structuring,2026-09-14 15:46:02
CASE00978,ACC002527,"Multiple cash deposits just below the NAD 10,000 threshold over 10 days.",structuring,2026-09-14 15:41:53
CASE00979,ACC004399,Salary deposit and routine bill payments observed.,legitimate,2026-09-14 15:42:12
CASE00980,ACC000240,Login from North Christian followed by password reset and beneficiary change.,account_takeover,2026-09-14 15:42:26
CASE00981,ACC004153,"Multiple cash deposits just below the NAD 10,000 threshold over 4 days.",structuring,2026-09-14 15:43:48
CASE00982,ACC002955,Salary deposit and routine bill payments observed.,legitimate,2026-09-14 15:45:23
CASE00983,ACC004522,Salary deposit and routine bill payments observed.,legitimate,2026-09-14 15:40:46
CASE00984,ACC002356,Salary deposit and routine bill payments observed.,legitimate,2026-09-14 15:43:05
CASE00985,ACC001370,"Multiple cash deposits just below the NAD 50,000 threshold over 3 days.",structuring,2026-09-14 15:40:54
CASE00986,ACC004842,"Customer made 9 transfers of NAD 31426 each, consistent with structuring.",structuring,2026-09-14 15:42:32
CASE00987,ACC000846,MFA challenged 11 times within 51 minutes from new device.,account_takeover,2026-09-14 15:41:37
CASE00988,ACC004388,Customer confirmed transaction via branch visit.,legitimate,2026-09-14 15:43:31
CASE00989,ACC004153,Account linked to 8 other accounts sharing device DEV001034.,mule_network,2026-09-14 15:43:10
CASE00990,ACC000357,Customer confirmed transaction via branch visit.,legitimate,2026-09-14 15:40:21
CASE00991,ACC002819,"Customer made 5 transfers of NAD 52169 each, consistent with structuring.",structuring,2026-09-14 15:42:15
CASE00992,ACC001310,Salary deposit and routine bill payments observed.,legitimate,2026-09-14 15:42:41
CASE00993,ACC000915,"Multiple cash deposits just below the NAD 50,000 threshold over 5 days.",structuring,2026-09-14 15:42:04
CASE00994,ACC000029,MFA challenged 4 times within 38 minutes from new device.,account_takeover,2026-09-14 15:45:25
CASE00995,ACC000711,Login from Georgeport followed by password reset and beneficiary change.,account_takeover,2026-09-14 15:41:43
CASE00996,ACC002323,Login from Reidville followed by password reset and beneficiary change.,account_takeover,2026-09-14 15:45:18
CASE00997,ACC004445,Funds received from 12 unrelated parties and transferred out within minutes.,mule_network,2026-09-14 15:45:50
CASE00998,ACC000981,Customer confirmed transaction via branch visit.,legitimate,2026-09-14 15:43:03
CASE00999,ACC001342,Customer confirmed transaction via branch visit.,legitimate,2026-09-14 15:42:17
